formula_config,output_type,icon,description,input_fields,related_tool_ids,long_description,featured_image,seo_title,is_trending,usage_count,category_id,faq,name,seo_description,formula_type,sort_order,slug,is_featured,status,seo_keywords,id,created_date,updated_date,created_by_id,created_by,is_sample
"","json","DollarSign","Convert between 170+ world currencies with live rates","[{""min"":null,""max"":null,""name"":""amount"",""options"":[],""default_value"":null,""label"":""Amount"",""placeholder"":""100"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""from_currency"",""options"":[""USD"",""EUR"",""GBP"",""INR"",""JPY"",""CAD"",""AUD"",""CHF"",""CNY"",""SGD""],""default_value"":""USD"",""label"":""From Currency"",""placeholder"":null,""type"":""select"",""required"":null},{""min"":null,""max"":null,""name"":""to_currency"",""options"":[""INR"",""USD"",""EUR"",""GBP"",""JPY"",""CAD"",""AUD"",""CHF"",""CNY"",""SGD""],""default_value"":""INR"",""label"":""To Currency"",""placeholder"":null,""type"":""select"",""required"":null}]","[]","","","","true","3","69ffed31dfb6ae9768b8338e","[]","Currency Converter","","builtin","1","currency-converter","true","published","","6a0120c3ea9aafde855e8d45","2026-05-11T00:20:19.539000","2026-05-11T06:43:28.193000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","json","Globe","Look up any IP address geolocation, ISP and network information","[{""min"":null,""max"":null,""name"":""ip"",""options"":[],""default_value"":null,""label"":""IP Address"",""placeholder"":""8.8.8.8"",""type"":""text"",""required"":true}]","[]","","","","false","1","69ffed31dfb6ae9768b83390","[]","IP Address Lookup","","builtin","10","ip-lookup","false","published","","6a0120c3ea9aafde855e8d4a","2026-05-11T00:20:19.539000","2026-05-11T15:49:21.864000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Type","Convert numbers to English words — perfect for cheques and documents","[{""min"":null,""max"":null,""name"":""number"",""options"":[],""default_value"":null,""label"":""Number"",""placeholder"":""12345"",""type"":""number"",""required"":true}]","[]","","","","true","0","69ffed31dfb6ae9768b8338f","[]","Number to Words","","builtin","7","number-to-words","false","published","","6a0120c3ea9aafde855e8d47","2026-05-11T00:20:19.539000","2026-05-11T00:20:19.539000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","text","Hash","Generate relevant hashtags from any text for social media","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Your Text / Description"",""placeholder"":""Write about digital marketing strategies for growing businesses..."",""type"":""textarea"",""required"":true}]","[]","","","","false","0","69ffed31dfb6ae9768b8338f","[]","Text to Hashtags","","builtin","8","text-to-hashtags","false","published","","6a0120c3ea9aafde855e8d48","2026-05-11T00:20:19.539000","2026-05-11T00:20:19.539000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"","json","Palette","Pick colors, get HEX, RGB, HSL codes and generate color palettes","[{""min"":null,""max"":null,""name"":""color"",""options"":[],""default_value"":""#6366f1"",""label"":""Pick a Color"",""placeholder"":null,""type"":""color"",""required"":null}]","[]","","","","true","0","69ffed31dfb6ae9768b83390","[]","Hex Color Picker","","builtin","9","hex-color-picker","false","published","","6a0120c3ea9aafde855e8d49","2026-05-11T00:20:19.539000","2026-05-11T00:20:19.539000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Ruler","Convert length, weight, area, volume and speed units","[{""min"":null,""max"":null,""name"":""category"",""options"":[""length"",""weight"",""area"",""volume"",""speed""],""default_value"":""length"",""label"":""Category"",""placeholder"":null,""type"":""select"",""required"":null},{""min"":null,""max"":null,""name"":""value"",""options"":[],""default_value"":null,""label"":""Value"",""placeholder"":""100"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""from_unit"",""options"":[],""default_value"":null,""label"":""From Unit"",""placeholder"":""m"",""type"":""text"",""required"":null},{""min"":null,""max"":null,""name"":""to_unit"",""options"":[],""default_value"":null,""label"":""To Unit"",""placeholder"":""ft"",""type"":""text"",""required"":null}]","[]","","","","false","3","69ffed31dfb6ae9768b83393","[]","Unit Converter","","builtin","0","unit-converter","true","published","","6a007ea5e557b0e470d9343d","2026-05-10T12:48:37.040000","2026-05-11T06:38:29.115000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","Globe","Decode URL-encoded strings back to readable text","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Encoded URL to Decode"",""placeholder"":""https%3A%2F%2Fexample.com"",""type"":""textarea"",""required"":true}]","[]","","","","false","2","69ffed31dfb6ae9768b83390","[]","URL Decoder","","builtin","5","url-decoder","false","published","","69fff5a695c573c77191afe5","2026-05-10T03:04:06.782000","2026-05-11T02:47:14.438000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","Hash","Convert between Roman numerals and Arabic numbers","[{""min"":null,""max"":null,""name"":""value"",""options"":[],""default_value"":null,""label"":""Number or Roman Numeral"",""placeholder"":""2024 or MMXXIV"",""type"":""text"",""required"":true}]","[]","","","","false","2","69ffed31dfb6ae9768b83393","[]","Roman Numeral Converter","","builtin","3","roman-numerals","false","published","","69fff5a695c573c77191afeb","2026-05-10T03:04:06.782000","2026-05-11T06:39:25.157000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","Globe","Encode special characters in URLs for safe transmission","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""URL or Text to Encode"",""placeholder"":""https://example.com/path?q=hello world"",""type"":""textarea"",""required"":true}]","[]","","","","false","1","69ffed31dfb6ae9768b83390","[]","URL Encoder","","builtin","4","url-encoder","false","published","","69fff5a695c573c77191afe4","2026-05-10T03:04:06.782000","2026-05-10T03:11:55.502000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","Lock","Generate strong, random, secure passwords","[{""min"":null,""max"":null,""name"":""length"",""options"":[],""default_value"":""16"",""label"":""Password Length"",""placeholder"":""16"",""type"":""number"",""required"":null},{""min"":null,""max"":null,""name"":""uppercase"",""options"":[""true"",""false""],""default_value"":""true"",""label"":""Include Uppercase"",""placeholder"":null,""type"":""select"",""required"":null},{""min"":null,""max"":null,""name"":""numbers"",""options"":[""true"",""false""],""default_value"":""true"",""label"":""Include Numbers"",""placeholder"":null,""type"":""select"",""required"":null},{""min"":null,""max"":null,""name"":""symbols"",""options"":[""true"",""false""],""default_value"":""false"",""label"":""Include Symbols"",""placeholder"":null,""type"":""select"",""required"":null}]","[]","","","","true","2","69ffed31dfb6ae9768b83390","[]","Password Generator","","builtin","6","password-generator","false","published","","69fff5a695c573c77191afe6","2026-05-10T03:04:06.782000","2026-05-11T02:52:39.393000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","file","FileImage","Convert JPG images to PNG format with transparency support","[]","[]","","","","true","1","69ffed31dfb6ae9768b83392","[]","JPG to PNG Converter","","builtin","2","jpg-to-png","false","published","","69fff5a695c573c77191afed","2026-05-10T03:04:06.782000","2026-05-12T01:11:01.281000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Thermometer","Convert between Celsius, Fahrenheit and Kelvin instantly","[{""min"":null,""max"":null,""name"":""value"",""options"":[],""default_value"":null,""label"":""Temperature"",""placeholder"":""100"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""from_unit"",""options"":[""C"",""F"",""K""],""default_value"":""C"",""label"":""From"",""placeholder"":null,""type"":""select"",""required"":null}]","[]","","","","true","2","69ffed31dfb6ae9768b83393","[]","Temperature Converter","","builtin","1","temperature-converter","false","published","","69fff5a695c573c77191afe9","2026-05-10T03:04:06.782000","2026-05-11T06:38:57.846000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","file","FileImage","Convert PNG images to JPG/JPEG format with quality control","[]","[]","","","","false","2","69ffed31dfb6ae9768b83392","[]","PNG to JPG Converter","","builtin","3","png-to-jpg","false","published","","69fff5a695c573c77191afee","2026-05-10T03:04:06.782000","2026-05-12T01:11:08.724000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","Code2","Decode Base64 encoded strings back to plain text","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Base64 to Decode"",""placeholder"":""SGVsbG8sIFdvcmxkIQ=="",""type"":""textarea"",""required"":true}]","[]","","","","false","0","69ffed31dfb6ae9768b83390","[]","Base64 Decoder","","builtin","3","base64-decoder","false","published","","69fff5a695c573c77191afe3","2026-05-10T03:04:06.782000","2026-05-10T03:04:06.782000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Hash","Convert between binary, decimal, hexadecimal and octal numbers","[{""min"":null,""max"":null,""name"":""value"",""options"":[],""default_value"":null,""label"":""Value to Convert"",""placeholder"":""255"",""type"":""text"",""required"":true},{""min"":null,""max"":null,""name"":""from_base"",""options"":[""decimal"",""binary"",""hex"",""octal""],""default_value"":""decimal"",""label"":""From Base"",""placeholder"":null,""type"":""select"",""required"":null}]","[]","","","","false","0","69ffed31dfb6ae9768b83390","[]","Binary Converter","","builtin","8","binary-converter","false","published","","69fff5a695c573c77191afe8","2026-05-10T03:04:06.782000","2026-05-10T03:04:06.782000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Braces","Format, validate and beautify JSON with syntax highlighting","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""JSON Input"",""placeholder"":""{\""key\"":\""value\"",\""array\"":[1,2,3]}"",""type"":""textarea"",""required"":true}]","[]","","","JSON Formatter & Validator – Beautify JSON Online","true","0","69ffed31dfb6ae9768b83390","[]","JSON Formatter","Free JSON formatter, validator and beautifier. Format minified JSON, validate syntax errors, with syntax highlighting.","builtin","1","json-formatter","true","published","","69fff5a695c573c77191afe1","2026-05-10T03:04:06.782000","2026-05-10T03:04:06.782000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","Code","Encode text or data to Base64 format","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Text to Encode"",""placeholder"":""Hello, World!"",""type"":""textarea"",""required"":true}]","[]","","","","true","0","69ffed31dfb6ae9768b83390","[]","Base64 Encoder","","builtin","2","base64-encoder","false","published","","69fff5a695c573c77191afe2","2026-05-10T03:04:06.782000","2026-05-10T03:04:06.782000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Car","Estimate fuel cost for any journey based on distance and mileage","[{""min"":null,""max"":null,""name"":""distance_km"",""options"":[],""default_value"":null,""label"":""Distance (km)"",""placeholder"":""200"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""fuel_efficiency"",""options"":[],""default_value"":""15"",""label"":""Fuel Efficiency (km/L)"",""placeholder"":""15"",""type"":""number"",""required"":null},{""min"":null,""max"":null,""name"":""fuel_price"",""options"":[],""default_value"":null,""label"":""Fuel Price (₹/L)"",""placeholder"":""100"",""type"":""number"",""required"":true}]","[]","","","","false","3","69ffed31dfb6ae9768b83393","[]","Fuel Cost Calculator","","builtin","2","fuel-cost","false","published","","69fff5a695c573c77191afea","2026-05-10T03:04:06.782000","2026-05-11T06:39:18.883000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","Fingerprint","Generate cryptographically random UUID v4 identifiers","[]","[]","","","","false","2","69ffed31dfb6ae9768b83390","[]","UUID Generator","","builtin","7","uuid-generator","false","published","","69fff5a695c573c77191afe7","2026-05-10T03:04:06.782000","2026-05-11T02:52:29.662000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","file","ImageDown","Compress images online with quality control. Reduce file size up to 90%","[]","[]","","","Image Compressor – Compress Images Online Free","true","2","69ffed31dfb6ae9768b83392","[]","Image Compressor","Free online image compressor. Reduce JPG, PNG, WEBP image file size without losing quality. No upload limits.","builtin","1","image-compressor","true","published","","69fff5a695c573c77191afec","2026-05-10T03:04:06.782000","2026-05-12T01:10:26.668000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Calendar","Calculate exact age in years, months, days and time to next birthday","[{""min"":null,""max"":null,""name"":""dob"",""options"":[],""default_value"":null,""label"":""Date of Birth"",""placeholder"":null,""type"":""date"",""required"":true}]","[]","","","Age Calculator – Calculate Your Exact Age Online","true","1","69ffed31dfb6ae9768b8338d","[]","Age Calculator","Free age calculator. Find your exact age in years, months, days, hours and minutes. Calculate days until your next birthday.","builtin","2","age-calculator","true","published","","69fff58395c573c77191afd8","2026-05-10T03:03:31.867000","2026-05-11T06:30:04.952000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","AlignLeft","Count words, characters, sentences, paragraphs and reading time","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Enter your text"",""placeholder"":""Paste or type your text here..."",""type"":""textarea"",""required"":true}]","[]","","","Word Counter – Count Words, Characters & Reading Time","true","1","69ffed31dfb6ae9768b8338f","[]","Word Counter","Free online word counter tool. Count words, characters, sentences, paragraphs and estimated reading time.","builtin","1","word-counter","true","published","","69fff58395c573c77191afda","2026-05-10T03:03:31.867000","2026-05-11T02:57:57.766000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","ArrowLeftRight","Reverse any text, string or sentence instantly","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Text to Reverse"",""placeholder"":""Hello World"",""type"":""textarea"",""required"":true}]","[]","","","","false","0","69ffed31dfb6ae9768b8338f","[]","Text Reverser","","builtin","3","text-reverser","false","published","","69fff58395c573c77191afdc","2026-05-10T03:03:31.867000","2026-05-10T03:03:31.867000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Activity","Calculate your Body Mass Index and find your ideal weight range","[{""min"":null,""max"":null,""name"":""weight"",""options"":[],""default_value"":null,""label"":""Weight (kg)"",""placeholder"":""70"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""height_cm"",""options"":[],""default_value"":null,""label"":""Height (cm)"",""placeholder"":""175"",""type"":""number"",""required"":true}]","[]","","","BMI Calculator – Calculate Body Mass Index Free","true","3","69ffed31dfb6ae9768b8338d","[{""question"":""What is a healthy BMI?"",""answer"":""A BMI between 18.5 and 24.9 is considered normal/healthy weight.""}]","BMI Calculator","Free BMI calculator. Enter your weight and height to instantly calculate your Body Mass Index and ideal weight range.","builtin","1","bmi-calculator","true","published","","69fff58395c573c77191afd7","2026-05-10T03:03:31.867000","2026-05-11T06:36:46.019000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","GraduationCap","Calculate CGPA from semester grades and credits, convert to percentage","[{""min"":null,""max"":null,""name"":""grades"",""options"":[],""default_value"":null,""label"":""Grades & Credits (one per line: grade credits)"",""placeholder"":""8.5 4\n7.0 3\n9.0 4\n6.5 2"",""type"":""textarea"",""required"":true}]","[]","","","CGPA Calculator – Calculate GPA and Percentage Online","false","3","69ffed31dfb6ae9768b8338d","[]","CGPA Calculator","Free CGPA calculator. Calculate cumulative grade point average from your semester grades and credits.","builtin","3","cgpa-calculator","false","published","","69fff58395c573c77191afd9","2026-05-10T03:03:31.867000","2026-05-11T06:41:05.256000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","ArrowUpDown","Sort lines of text alphabetically","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Lines to Sort"",""placeholder"":""banana\napple\ncherry"",""type"":""textarea"",""required"":true}]","[]","","","","false","0","69ffed31dfb6ae9768b8338f","[]","Line Sorter","","builtin","5","line-sorter","false","published","","69fff58395c573c77191afde","2026-05-10T03:03:31.867000","2026-05-10T03:03:31.867000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","Link","Generate SEO-friendly URL slugs from any text","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Text"",""placeholder"":""My Blog Post Title"",""type"":""text"",""required"":true}]","[]","","","","false","0","69ffed31dfb6ae9768b8338f","[]","Slug Generator","","builtin","4","slug-generator","false","published","","69fff58395c573c77191afdd","2026-05-10T03:03:31.867000","2026-05-10T03:03:31.867000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","text","Layers","Remove duplicate lines from any text or list","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Text with Duplicates"",""placeholder"":""apple\nbanana\napple\ncherry"",""type"":""textarea"",""required"":true}]","[]","","","","false","0","69ffed31dfb6ae9768b8338f","[]","Duplicate Line Remover","","builtin","6","duplicate-remover","false","published","","69fff58395c573c77191afdf","2026-05-10T03:03:31.867000","2026-05-10T03:03:31.867000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Type","Convert text between UPPERCASE, lowercase, Title Case, camelCase and more","[{""min"":null,""max"":null,""name"":""text"",""options"":[],""default_value"":null,""label"":""Enter Text"",""placeholder"":""Type or paste your text here..."",""type"":""textarea"",""required"":true}]","[]","","","","true","0","69ffed31dfb6ae9768b8338f","[]","Case Converter","","builtin","2","case-converter","false","published","","69fff58395c573c77191afdb","2026-05-10T03:03:31.867000","2026-05-10T03:03:31.867000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Percent","Calculate simple interest and total amount for any investment or loan","[{""min"":null,""max"":null,""name"":""principal"",""options"":[],""default_value"":null,""label"":""Principal Amount (₹)"",""placeholder"":""10000"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""rate"",""options"":[],""default_value"":null,""label"":""Interest Rate (% per year)"",""placeholder"":""10"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""time_years"",""options"":[],""default_value"":null,""label"":""Time (Years)"",""placeholder"":""2"",""type"":""number"",""required"":true}]","[]","","","","false","2","69ffed31dfb6ae9768b8338e","[]","Simple Interest Calculator","","builtin","4","simple-interest","false","published","","69fff56a95c573c77191afd0","2026-05-10T03:03:06.656000","2026-05-11T06:43:41.047000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","BarChart3","Calculate compound interest with different compounding frequencies","[{""min"":null,""max"":null,""name"":""principal"",""options"":[],""default_value"":null,""label"":""Principal (₹)"",""placeholder"":""10000"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""rate"",""options"":[],""default_value"":null,""label"":""Annual Rate (%)"",""placeholder"":""10"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""time_years"",""options"":[],""default_value"":null,""label"":""Time (Years)"",""placeholder"":""5"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""compound_frequency"",""options"":[""1"",""4"",""12"",""365""],""default_value"":""12"",""label"":""Compound Frequency"",""placeholder"":null,""type"":""select"",""required"":null}]","[]","","","","false","2","69ffed31dfb6ae9768b8338e","[]","Compound Interest Calculator","","builtin","5","compound-interest","false","published","","69fff56a95c573c77191afd1","2026-05-10T03:03:06.656000","2026-05-11T03:57:38.920000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Percent","Calculate percentages, percentage increase/decrease easily","[{""min"":null,""max"":null,""name"":""value"",""options"":[],""default_value"":null,""label"":""Value"",""placeholder"":""500"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""percentage"",""options"":[],""default_value"":null,""label"":""Percentage (%)"",""placeholder"":""15"",""type"":""number"",""required"":true}]","[]","","","","false","2","69ffed31dfb6ae9768b8338e","[]","Percentage Calculator","","builtin","7","percentage-calculator","false","published","","69fff56a95c573c77191afd3","2026-05-10T03:03:06.656000","2026-05-11T03:57:54.635000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Utensils","Split bills and calculate tip amounts per person","[{""min"":null,""max"":null,""name"":""bill_amount"",""options"":[],""default_value"":null,""label"":""Bill Amount (₹)"",""placeholder"":""800"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""tip_percent"",""options"":[],""default_value"":""15"",""label"":""Tip (%)"",""placeholder"":""15"",""type"":""number"",""required"":null},{""min"":null,""max"":null,""name"":""people"",""options"":[],""default_value"":""1"",""label"":""Number of People"",""placeholder"":""2"",""type"":""number"",""required"":null}]","[]","","","","false","2","69ffed31dfb6ae9768b8338e","[]","Tip Calculator","","builtin","8","tip-calculator","false","published","","69fff56a95c573c77191afd4","2026-05-10T03:03:06.656000","2026-05-11T02:53:56.126000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Tag","Find final price after discount and how much you save","[{""min"":null,""max"":null,""name"":""original_price"",""options"":[],""default_value"":null,""label"":""Original Price (₹)"",""placeholder"":""1000"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""discount_percent"",""options"":[],""default_value"":null,""label"":""Discount (%)"",""placeholder"":""20"",""type"":""number"",""required"":true}]","[]","","","","true","2","69ffed31dfb6ae9768b8338e","[]","Discount Calculator","","builtin","6","discount-calculator","false","published","","69fff56a95c573c77191afd2","2026-05-10T03:03:06.656000","2026-05-11T06:48:17.764000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","IndianRupee","Calculate your Equated Monthly Installment for home, car or personal loans","[{""min"":null,""max"":null,""name"":""principal"",""options"":[],""default_value"":null,""label"":""Loan Amount (₹)"",""placeholder"":""500000"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""rate"",""options"":[],""default_value"":null,""label"":""Annual Interest Rate (%)"",""placeholder"":""8.5"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""tenure_months"",""options"":[],""default_value"":null,""label"":""Loan Tenure (Months)"",""placeholder"":""60"",""type"":""number"",""required"":true}]","[]","","","EMI Calculator – Calculate Loan EMI Online Free","true","4","69ffed31dfb6ae9768b8338e","[{""question"":""What is EMI?"",""answer"":""EMI (Equated Monthly Installment) is a fixed payment amount made by a borrower to a lender at a specified date each calendar month.""},{""question"":""How is EMI calculated?"",""answer"":""EMI = P × r × (1+r)^n / ((1+r)^n - 1), where P = principal, r = monthly interest rate, n = number of months.""}]","EMI Calculator","Free EMI calculator for home loan, car loan, personal loan. Calculate monthly EMI, total interest, and payment schedule instantly.","builtin","1","emi-calculator","true","published","","69fff56a95c573c77191afcd","2026-05-10T03:03:06.655000","2026-05-11T06:48:51.828000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","Receipt","Add or remove GST from any amount with CGST/SGST breakdown","[{""min"":null,""max"":null,""name"":""amount"",""options"":[],""default_value"":null,""label"":""Amount (₹)"",""placeholder"":""1000"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""gst_rate"",""options"":[""5"",""12"",""18"",""28""],""default_value"":""18"",""label"":""GST Rate (%)"",""placeholder"":null,""type"":""select"",""required"":true},{""min"":null,""max"":null,""name"":""calculation_type"",""options"":[""exclusive"",""inclusive""],""default_value"":""exclusive"",""label"":""Calculation Type"",""placeholder"":null,""type"":""select"",""required"":null}]","[]","","","","false","1","69ffed31dfb6ae9768b8338e","[]","GST Calculator","","builtin","3","gst-calculator","true","published","","69fff56a95c573c77191afcf","2026-05-10T03:03:06.655000","2026-05-11T02:31:46.723000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
"{}","json","TrendingUp","Calculate returns on your Systematic Investment Plan with compound growth","[{""min"":null,""max"":null,""name"":""monthly_investment"",""options"":[],""default_value"":null,""label"":""Monthly Investment (₹)"",""placeholder"":""5000"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""expected_return"",""options"":[],""default_value"":null,""label"":""Expected Annual Return (%)"",""placeholder"":""12"",""type"":""number"",""required"":true},{""min"":null,""max"":null,""name"":""tenure_years"",""options"":[],""default_value"":null,""label"":""Investment Period (Years)"",""placeholder"":""10"",""type"":""number"",""required"":true}]","[]","","","SIP Calculator – Mutual Fund SIP Returns Calculator","true","2","69ffed31dfb6ae9768b8338e","[]","SIP Calculator","Calculate SIP returns, future value and wealth gained from systematic investment plans. Free online SIP calculator.","builtin","2","sip-calculator","true","published","","69fff56a95c573c77191afce","2026-05-10T03:03:06.655000","2026-05-11T06:42:55.099000","69ffeaa17ae1df15a357b75e","arulraj8637@gmail.com","false"
